__v,_id,countyName,district.districtName,district.id
0,628b7620b04f80f7a4102d1d,Ribeira Grande,Ilha de São Miguel,6287ed75c2e026f9ee882831
0,628b772abdf840cc0d774740,Vila Franca do Campo,Ilha de São Miguel,6287ed75c2e026f9ee882831
0,628b7952164016ff487c4cd0,Angra do Heroísmo,Ilha Terceira,6287ed7fc2e026f9ee882833
0,628b795c164016ff487c4cd3,Praia da Vitória,Ilha Terceira,6287ed7fc2e026f9ee882833
0,628b7a10164016ff487c4ce2,Santa Cruz da Graciosa,Ilha Graciosa,6287ed97cd4a976a59c8d76e
0,628b7a7e164016ff487c4cee,Calheta,Ilha de São Jorge,6287eda1cd4a976a59c8d770
0,628b7a83164016ff487c4cf1,Velas,Ilha de São Jorge,6287eda1cd4a976a59c8d770
0,628b7acc164016ff487c4cfa,Lages do Pico,Ilha do Pico,6287eda7cd4a976a59c8d772
0,628b7ad5164016ff487c4cfd,Madalena,Ilha do Pico,6287eda7cd4a976a59c8d772
0,628b7adc164016ff487c4d00,São Roque do Pico,Ilha do Pico,6287eda7cd4a976a59c8d772
0,628b7b45164016ff487c4d09,Horta,Ilha de Faial,6287edaecd4a976a59c8d774
0,628b7b95164016ff487c4d12,Santa Cruz das Flores,Ilha das Flores,6287edb8cd4a976a59c8d776
0,628b7ba3164016ff487c4d15,Lajes das Flores,Ilha das Flores,6287edb8cd4a976a59c8d776
0,628b7cce164016ff487c4d1e,Vila do Corvo,Ilha do Corvo,628a71290ba0f1867bfa22ef
